v2.2
17/03/2021
06:40:02
18:38:49
1.4
2
Benito Clapet Cuti&ntilde;o
T&eacute;c. Meteorolog&iacute;a
30/12/1899
121
3,7,31,4,5,21.6,22.5,92,3,0,45,45,-999.00,0,  0.21, CC:106
3,8,31,3,7,25.6,28.5,79,3,0,161,161,-999.00,0,  0.44, CC:106
3,9,31,3,6,28.0,37.5,62,3,0,266,266,-999.00,0,  0.63, CC:106
3,10,31,3,7,28.6,46.0,57,1,946,373,1117,-999.00,0,  0.79, CC:106
3,11,31,3,7,28.4,40.0,58,3,0,283,283,-999.00,0,  0.88, CC:106
1,12,33,7,8, 0.0,-999,-999,-999,-999,-999,-999,-999,-999,  0.92,
3,13,31,3,5,28.8,42.0,59,3,0,248,248,-999.00,0,  0.90, CC:106
3,14,31,3,5,29.8,51.0,54,1,985,283,1081,-999.00,0,  0.81, CC:106
3,15,31,3,6,28.3,40.0,60,3,0,187,187,-999.00,0,  0.67, CC:106
3,16,31,3,6,28.6,42.5,61,1,796,257,638,-999.00,0,  0.48, CC:106
3,17,31,3,4,27.2,33.0,64,3,0,81,81,-999.00,0,  0.26, CC:106
3,18,31,3,2,25.6,27.0,74,4,0,11,11,-999.00,0,  0.02, CC:106
