v2.2
12/04/2021
05:56:58
18:27:28
2.7
59
Ezequiel Cardoso Benitez
Obs. Meteorol&oacute;gico
30/06/1987
0
3,6,12,4,2,25.0,-999.0,84,2,0,11,11,-999.00,0,  0.07,
3,7,12,4,2,24.2,-999.0,87,2,0,40,40,-999.00,0,  0.31,
3,8,12,4,4,26.0,-999.0,85,1,557,107,404,-999.00,1,  0.53,
3,9,12,0,5,29.0,-999.0,66,1,728,225,751,-999.00,1,  0.72,
3,10,12,0,6,30.0,-999.0,56,1,786,217,894,0.19,1,  0.86,
3,11,12,0,5,31.7,-999.0,53,1,814,265,1037,0.17,1,  0.95,
3,12,12,0,4,33.0,-999.0,47,1,815,258,1053,0.18,3,  0.98,
3,13,12,0,4,33.2,-999.0,46,1,826,155,931,0.18,3,  0.94,
3,14,12,0,5,33.9,-999.0,43,2,0,292,292,0.25,1,  0.85,
3,15,12,0,5,33.4,-999.0,45,2,0,152,152,0.19,3,  0.70,
3,16,12,0,5,33.6,-999.0,45,2,0,107,107,-999.00,4,  0.50,
3,17,12,0,5,32.7,-999.0,47,1,422,72,190,-999.00,5,  0.28,
3,18,12,0,3,30.2,-999.0,57,4,0,42,42,-999.00,3,  0.05,
