v2.2
18/03/2021
06:19:27
18:19:30
1.1
59
Ezequiel Cardoso Benitez
Obs. Meteorol&oacute;gico
30/06/1987
0
3,7,12,4,1,21.6,-999.0,94,1,444,75,177,-999.00,1,  0.23,
3,8,12,4,1,24.4,-999.0,78,1,605,101,376,-999.00,5,  0.45,
3,9,12,0,4,26.2,-999.0,68,1,712,171,633,-999.00,6,  0.65,
3,10,12,0,6,26.8,-999.0,62,2,0,260,260,0.33,6,  0.80,
3,11,12,0,6,29.6,-999.0,53,1,817,290,1018,0.19,4,  0.89,
3,12,12,0,5,30.2,-999.0,45,1,852,178,968,0.14,5,  0.93,
3,13,12,0,5,31.2,-999.0,41,1,871,269,1050,0.19,5,  0.90,
3,14,12,0,5,32.2,-999.0,41,1,851,223,912,0.18,4,  0.81,
3,15,12,0,4,33.0,-999.0,37,1,829,196,749,0.19,3,  0.67,
3,16,12,0,3,32.2,-999.0,44,1,709,127,463,-999.00,5,  0.47,
3,17,12,0,1,29.4,-999.0,55,1,594,98,252,-999.00,6,  0.26,
3,18,12,0,2,26.8,-999.0,64,4,0,37,37,-999.00,5,  0.02,
