v2.2
26/03/2021
06:12:06
18:22:04
1.7
59
Ezequiel Cardoso Benitez
Obs. Meteorol&oacute;gico
30/06/1987
0
3,7,12,4,1,23.1,-999.0,91,1,544,59,199,-999.00,2,  0.26,
3,8,12,1,4,25.4,-999.0,77,2,0,145,145,-999.00,3,  0.48,
3,9,12,0,6,26.7,-999.0,66,2,0,238,238,-999.00,5,  0.67,
3,10,12,0,6,28.5,-999.0,53,2,0,214,214,0.30,4,  0.82,
3,11,12,0,6,31.2,-999.0,42,2,0,250,250,0.34,3,  0.91,
3,12,12,0,6,31.0,-999.0,43,1,871,240,1064,0.19,4,  0.95,
3,13,12,0,5,31.8,-999.0,40,2,0,251,251,0.16,4,  0.92,
3,14,12,0,4,31.6,-999.0,37,1,847,205,901,0.17,5,  0.82,
3,15,12,0,2,31.7,-999.0,35,0,825,82,637,0.20,4,  0.67,
3,16,12,0,2,30.2,-999.0,46,0,723,89,436,-999.00,5,  0.48,
3,17,12,0,2,28.4,-999.0,54,0,526,66,201,-999.00,4,  0.26,
3,18,12,0,1,27.0,-999.0,64,1,106,15,18,-999.00,5,  0.03,
