v2.2
19/04/2021
05:51:16
18:29:53
3.6
59
Ezequiel Cardoso Benitez
Obs. Meteorol&oacute;gico
30/06/1987
0
3,6,12,4,7,22.4,-999.0,91,2,0,59,59,-999.00,1,  0.09,
3,7,12,4,7,24.6,-999.0,87,1,287,118,214,-999.00,0,  0.33,
3,8,12,4,5,26.8,-999.0,78,1,557,166,472,-999.00,1,  0.55,
3,9,12,3,4,28.6,-999.0,64,1,682,177,679,-999.00,1,  0.74,
3,10,12,3,3,30.6,-999.0,57,1,735,200,842,0.17,3,  0.87,
3,11,12,3,4,31.9,-999.0,49,1,773,167,908,0.17,2,  0.96,
3,12,12,3,3,33.6,-999.0,45,1,828,240,1056,0.19,3,  0.98,
3,13,12,0,5,35.8,-999.0,26,0,774,164,897,0.17,6,  0.95,
3,14,12,0,4,35.6,-999.0,27,0,762,158,804,0.18,7,  0.85,
3,15,12,2,5,24.3,-999.0,93,1,632,150,595,0.17,5,  0.70,
3,16,12,0,5,33.5,-999.0,40,1,621,123,437,-999.00,6,  0.51,
3,17,12,2,8,32.0,-999.0,47,2,0,86,86,-999.00,5,  0.29,
3,18,12,0,7,30.2,-999.0,49,2,0,55,55,-999.00,2,  0.06,
